Gene Symbol	GO - Biological Process	GO - Cellular Component	GO - Molecular Function	GO ID	GSEA Standard Name	
PYYM_1208500	-	-	-	-	-	
PmUG01_08023500.1-p1	-	-	-	-	-	
PmUG01_14056700.1-p1	-	-	-	-	-	
TGVEG_215570-t26_1-p1	-	-	-	-	-	
TGVEG_218960-t26_1-p1	-	-	-	-	-	
TGVEG_224050-t26_1-p1	-	-	-	-	-	
TGVEG_240900-t26_1-p1	-	-	-	-	-	
TGVEG_253380-t26_1-p1	-	-	-	-	-	
TGVEG_267460-t26_1-p1	-	-	-	-	-	
TGVEG_269010-t26_1-p1	-	-	-	-	-	
TGVEG_280460-t26_1-p1	-	-	-	-	-	
TGVEG_280470-t26_1-p1	-	-	-	-	-	
TGVEG_299020-t26_1-p1	-	-	-	-	-	
TP04_0790-t26_1-p1	-	-	-	-	-	
cgd4_1110-t26_1-p1	-	-	-	-	-	
BBM_III02515	-	-	GO:0005201 [Name: extracellular matrix structural constituent]	-	-	
BBM_III03090	-	-	-	-	-	
PBANKA_1300700	-	-	-	-	-	
PBANKA_1319500	-	-	-	-	-	
PCHAS_1303900	-	-	-	-	-	
PCHAS_1322800	-	-	-	-	-	
PCYB_125930	-	-	-	-	-	
PCYB_127830	-	-	-	-	-	
PF3D7_1455800	-	-	-	-	-	
PF3D7_1475500	-	-	-	-	-	
PKNH_1226000	-	-	-	-	-	
PKNH_1245800	-	-	-	-	-	
PRCDC_1455100	-	-	-	-	-	
PRCDC_1474600	-	-	-	-	-	
PVX_117675	-	-	-	-	-	
PVX_118650	-	-	-	-	-	
PYYM_1301400	-	-	-	-	-	
PYYM_1320300	-	-	-	-	-	
PmUG01_12061100.1-p1	-	-	-	-	-	
PmUG01_12080400.1-p1	-	-	-	-	-	
TGVEG_205658-t26_1-p1	-	-	-	-	-	
TGVEG_205662-t26_1-p1	-	-	-	-	-	
TGVEG_223700-t26_1-p1	-	-	-	-	-	
TGVEG_264070-t26_1-p1	-	-	-	-	-	
TP02_0326-t26_1-p1	-	-	-	-	-	
TP04_0209-t26_1-p1	-	-	-	-	-	
cgd7_1730-t26_1-p1	-	-	-	-	-	
cgd7_300-t26_1-p1	-	-	-	-	-	
BBM_I00330	-	-	GO:0008270 [Name: zinc ion binding]	-	-	
BBM_II04110	-	-	GO:0008270 [Name: zinc ion binding]	-	-	
PBANKA_0810900	-	-	-	-	-	
PBANKA_1357300	-	-	-	-	-	
PCHAS_0811200	-	-	-	-	-	
PCHAS_1361900	-	-	-	-	-	
PCYB_071750	-	-	GO:0008270 [Name: zinc ion binding]	-	-	
PCYB_121940	-	-	GO:0008270 [Name: zinc ion binding]	-	-	
PF3D7_0909700	-	-	-	-	-	
PF3D7_1344300	-	-	-	-	-	
PKNH_0707700	-	-	-	-	-	
PKNH_1257000	-	-	-	-	-	
PRCDC_0907800	-	-	-	-	-	
PRCDC_1343300	-	-	-	-	-	
PVX_083110	-	-	GO:0008270 [Name: zinc ion binding]	-	-	
PVX_098925	-	-	GO:0008270 [Name: zinc ion binding]	-	-	
PYYM_0813900	-	-	-	-	-	
PYYM_1359400	-	-	-	-	-	
PmUG01_07021300.1-p1	-	-	-	-	-	
PmUG01_12020600.1-p1	-	-	-	-	-	
TGVEG_202840-t26_1-p1	-	-	-	-	-	
TGVEG_287980-t26_1-p1	-	-	-	-	-	
TP01_0478-t26_1-p1	-	-	-	-	-	
TP04_0357-t26_1-p1	-	-	-	-	-	
cgd2_2410-t26_1-p1	-	-	-	-	-	
cgd7_4100-t26_1-p1	-	-	-	-	-	
cgd8_4800-t26_1-p1	-	-	-	-	-	
BBM_II02585	GO:0006260 [Name: DNA replication]	-	GO:0003677 [Name: DNA binding]; GO:0003887 [Name: DNA-directed DNA polymerase activity]	-	-	
PBANKA_1448900	-	-	-	-	-	
PCHAS_1451200	-	-	-	-	-	
PCYB_146000	GO:0006260 [Name: DNA replication]	-	GO:0003677 [Name: DNA binding]; GO:0003887 [Name: DNA-directed DNA polymerase activity]	-	-	
PF3D7_1234300	-	-	-	-	-	
PKNH_1453700	-	-	-	-	-	
PRCDC_1233500	-	-	-	-	-	
PVX_100665	GO:0006260 [Name: DNA replication]	-	GO:0003677 [Name: DNA binding]; GO:0003887 [Name: DNA-directed DNA polymerase activity]	-	-	
PVX_200290	GO:0006260 [Name: DNA replication]	-	GO:0003887 [Name: DNA-directed DNA polymerase activity]; GO:0003677 [Name: DNA binding]	-	-	
PVX_201290	GO:0006260 [Name: DNA replication]	-	GO:0003677 [Name: DNA binding]; GO:0003887 [Name: DNA-directed DNA polymerase activity]	-	-	
PVX_206290	GO:0006260 [Name: DNA replication]	-	GO:0003887 [Name: DNA-directed DNA polymerase activity]; GO:0003677 [Name: DNA binding]	-	-	
PVX_208290	GO:0006260 [Name: DNA replication]	-	GO:0003887 [Name: DNA-directed DNA polymerase activity]; GO:0003677 [Name: DNA binding]	-	-	
PYYM_1452900	-	-	-	-	-	
PmUG01_14068500.1-p1	-	-	-	-	-	
TGVEG_280690-t26_1-p1	-	-	-	-	-	
TP01_0088-t26_1-p1	-	-	-	-	-	
TP01_0288-t26_1-p1	-	-	-	-	-	
TP01_0463-t26_1-p1	-	-	-	-	-	
TP01_0464-t26_1-p1	-	-	-	-	-	
TP01_0551-t26_1-p1	-	-	-	-	-	
TP02_0274-t26_1-p1	-	-	-	-	-	
TP02_0276-t26_1-p1	-	-	-	-	-	
TP02_0309-t26_1-p1	-	-	-	-	-	
TP02_0788-t26_1-p1	-	-	-	-	-	
TP03_0086-t26_1-p1	-	-	-	-	-	
TP03_0422-t26_1-p1	-	-	-	-	-	
cgd2_2500-t26_1-p1	-	-	-	-	-	
BBM_I01017	-	-	GO:0005524 [Name: ATP binding]; GO:0003676 [Name: nucleic acid binding]	-	-	
BBM_II01570	-	-	GO:0003676 [Name: nucleic acid binding]; GO:0005524 [Name: ATP binding]	-	-	
PBANKA_0522900	-	-	-	-	-	
PBANKA_1303000	-	-	-	-	-	
PCHAS_0523100	-	-	-	-	-	
PCHAS_1306200	-	-	-	-	-	
PCYB_053590	-	GO:0019013 [Name: viral nucleocapsid]; GO:0030529 [Name: intracellular ribonucleoprotein complex]	GO:0003676 [Name: nucleic acid binding]; GO:0005524 [Name: ATP binding]	-	-	
PCYB_127600	-	-	GO:0005524 [Name: ATP binding]; GO:0003676 [Name: nucleic acid binding]; GO:0004386 [Name: helicase activity]	-	-	
PF3D7_0422500	-	-	-	-	-	
PF3D7_1439100	-	-	-	-	-	
PKNH_0514400	-	-	-	-	-	
PKNH_1243200	-	-	-	-	-	
PRCDC_0419700	-	-	-	-	-	
PRCDC_1438400	-	-	-	-	-	
PVX_090165	-	GO:0030529 [Name: intracellular ribonucleoprotein complex]; GO:0019013 [Name: viral nucleocapsid]	GO:0003676 [Name: nucleic acid binding]; GO:0005524 [Name: ATP binding]	-	-	
PVX_118535	-	-	GO:0004386 [Name: helicase activity]; GO:0003676 [Name: nucleic acid binding]; GO:0005524 [Name: ATP binding]	-	-	
PYYM_0523400	-	-	-	-	-	
PYYM_1303800	-	-	-	-	-	
PmUG01_05039100.1-p1	-	-	-	-	-	
PmUG01_12077900.1-p1	-	-	-	-	-	
TGVEG_223390-t26_1-p1	-	-	-	-	-	
TGVEG_249810A-t26_1-p1	-	-	-	-	-	
TGVEG_249810B-t26_1-p1	-	-	-	-	-	
TP01_0582-t26_1-p1	-	-	-	-	-	
TP03_0747-t26_1-p1	-	-	-	-	-	
cgd2_2770-t26_1-p1	-	-	-	-	-	
cgd5_2960-t26_1-p1	-	-	-	-	-	
BBM_II00775	-	-	GO:0005525 [Name: GTP binding]	-	-	
BBM_II04215	-	-	GO:0005525 [Name: GTP binding]	-	-	
PBANKA_1135200	-	-	-	-	-	
PBANKA_1239200	-	-	-	-	-	
PCHAS_1134700	-	-	-	-	-	
PCHAS_1239600	-	-	-	-	-	
PCYB_101730	-	-	GO:0005525 [Name: GTP binding]	-	-	
PCYB_112170	-	-	GO:0005525 [Name: GTP binding]	-	-	
PF3D7_0524400	-	-	-	-	-	
PF3D7_1358900	-	-	-	-	-	
PKNH_1008500	-	-	-	-	-	
PKNH_1112400	-	-	-	-	-	
PRCDC_0523500	-	-	-	-	-	
PRCDC_1357800	-	-	-	-	-	
PVX_080030	-	-	GO:0005525 [Name: GTP binding]	-	-	
PVX_114920	-	-	GO:0005525 [Name: GTP binding]	-	-	
PVX_196290	-	-	GO:0005525 [Name: GTP binding]	-	-	
PVX_222290	-	-	GO:0005525 [Name: GTP binding]	-	-	
PYYM_1137600	-	-	-	-	-	
PYYM_1241600	-	-	-	-	-	
PmUG01_10020200.1-p1	-	-	-	-	-	
PmUG01_11027100.1-p1	-	-	-	-	-	
TGVEG_233260-t26_1-p1	-	-	-	-	-	
TGVEG_244310-t26_1-p1	-	-	-	-	-	
TP01_0279-t26_1-p1	-	-	-	-	-	
cgd3_130-t26_1-p1	-	-	-	-	-	
cgd3_3580-t26_1-p1	-	-	-	-	-	
BBM_I03005	-	GO:0005634 [Name: nucleus]; GO:0000786 [Name: nucleosome]	GO:0003677 [Name: DNA binding]	-	-	
BBM_III03345	-	GO:0005634 [Name: nucleus]; GO:0000786 [Name: nucleosome]	GO:0003677 [Name: DNA binding]	-	-	
PBANKA_0941800	-	-	-	-	-	
PBANKA_1420600	-	-	-	-	-	
PCHAS_0902500	-	-	-	-	-	
PCHAS_1422400	-	-	-	-	-	
PCYB_091210	-	GO:0005634 [Name: nucleus]; GO:0000786 [Name: nucleosome]	GO:0003677 [Name: DNA binding]	-	-	
PCYB_143140	-	GO:0000786 [Name: nucleosome]; GO:0005634 [Name: nucleus]	GO:0003677 [Name: DNA binding]	-	-	
PF3D7_0714000	-	-	-	-	-	
PF3D7_1105100	-	-	-	-	-	
PKNH_0902700	-	-	-	-	-	
PKNH_1422900	-	-	-	-	-	
PRCDC_0711300	-	-	-	-	-	
PRCDC_1103600	-	-	-	-	-	
PVX_090935	-	GO:0000786 [Name: nucleosome]; GO:0005634 [Name: nucleus]	GO:0003677 [Name: DNA binding]	-	-	
PVX_122930	-	GO:0000786 [Name: nucleosome]; GO:0005634 [Name: nucleus]	GO:0003677 [Name: DNA binding]	-	-	
PYYM_0943400	-	-	-	-	-	
PYYM_1424100	-	-	-	-	-	
PmUG01_09014800.1-p1	-	-	-	-	-	
PmUG01_14039000.1-p1	-	-	-	-	-	
TGVEG_209910-t26_1-p1	-	-	-	-	-	
TGVEG_251870-t26_1-p1	-	-	-	-	-	
TGVEG_305160-t26_1-p1	-	-	-	-	-	
TP04_0071-t26_1-p1	-	-	-	-	-	
TP04_0404-t26_1-p1	-	-	-	-	-	
cgd5_3170-t26_1-p1	-	-	-	-	-	
cgd7_1700-t26_1-p1	-	-	-	-	-	
BBM_I03035	-	-	-	-	-	
BBM_III08485	-	-	-	-	-	
PBANKA_1224200	-	-	-	-	-	
PBANKA_1238200	-	-	-	-	-	
PCHAS_1224800	-	-	-	-	-	
PCHAS_1238600	-	-	-	-	-	
PCYB_012080	-	-	-	-	-	
PCYB_101830	-	GO:0016021 [Name: integral component of membrane]	-	-	-	
PF3D7_0523400	-	-	-	-	-	
PF3D7_0806500	-	-	-	-	-	
PF3D7_0831200	-	-	-	-	-	
PKNH_0112400	-	-	-	-	-	
PKNH_1009500	-	-	-	-	-	
PRCDC_0522500	-	-	-	-	-	
PRCDC_0806100	-	-	-	-	-	
PRCDC_0830500	-	-	-	-	-	
PVX_080080	-	GO:0016021 [Name: integral component of membrane]	-	-	-	
PVX_088225	-	-	-	-	-	
PYYM_1226900	-	-	-	-	-	
PYYM_1240600	-	-	-	-	-	
PmUG01_01025500.1-p1	-	-	-	-	-	
PmUG01_10021200.1-p1	-	-	-	-	-	
TGVEG_246340-t26_1-p1	-	-	-	-	-	
TGVEG_313310-t26_1-p1	-	-	-	-	-	
TP02_0221-t26_1-p1	-	-	-	-	-	
TP02_0514-t26_1-p1	-	-	-	-	-	
cgd8_3270-t26_1-p1	-	-	-	-	-	
BBM_II01210	GO:0000387 [Name: spliceosomal snRNP assembly]	GO:0005681 [Name: spliceosomal complex]	-	-	-	
BBM_III00645	-	-	-	-	-	
PBANKA_0921500	-	-	-	-	-	
PBANKA_1340200	-	-	-	-	-	
PCHAS_0922900	-	-	-	-	-	
PCHAS_1344800	-	-	-	-	-	
PCYB_093300	GO:0000387 [Name: spliceosomal snRNP assembly]	GO:0005732 [Name: small nucleolar ribonucleoprotein complex]; GO:0019013 [Name: viral nucleocapsid]; GO:0005681 [Name: spliceosomal complex]	-	-	-	
PCYB_123780	GO:0000398 [Name: mRNA splicing, via spliceosome]	GO:0005681 [Name: spliceosomal complex]; GO:0005732 [Name: small nucleolar ribonucleoprotein complex]	GO:0003723 [Name: RNA binding]	-	-	
PF3D7_1126900	-	-	-	-	-	
PF3D7_1325000	-	-	-	-	-	
PKNH_0924900	-	-	-	-	-	
PKNH_1203800	-	-	-	-	-	
PRCDC_1125400	-	-	-	-	-	
PRCDC_1324000	-	-	-	-	-	
PVX_091960	GO:0000387 [Name: spliceosomal snRNP assembly]	GO:0005732 [Name: small nucleolar ribonucleoprotein complex]; GO:0005681 [Name: spliceosomal complex]	GO:0003723 [Name: RNA binding]	-	-	
PVX_116625	GO:0000398 [Name: mRNA splicing, via spliceosome]	GO:0005732 [Name: small nucleolar ribonucleoprotein complex]; GO:0005681 [Name: spliceosomal complex]	GO:0003723 [Name: RNA binding]	-	-	
PYYM_0922900	-	-	-	-	-	
PYYM_1341900	-	-	-	-	-	
PmUG01_09036100.1-p1	-	-	-	-	-	
PmUG01_12039700.1-p1	-	-	-	-	-	
TGVEG_213410-t26_1-p1	-	-	-	-	-	
TGVEG_261470-t26_1-p1	-	-	-	-	-	
TP01_0376-t26_1-p1	-	-	-	-	-	
TP01_0992-t26_1-p1	-	-	-	-	-	
cgd1_2690-t26_1-p1	-	-	-	-	-	
cgd7_2040-t26_1-p1	-	-	-	-	-	
BBM_I02710	-	-	GO:0005524 [Name: ATP binding]; GO:0003676 [Name: nucleic acid binding]; GO:0004386 [Name: helicase activity]	-	-	
BBM_III03695	-	-	GO:0005524 [Name: ATP binding]; GO:0003676 [Name: nucleic acid binding]; GO:0004386 [Name: helicase activity]	-	-	
PBANKA_0523100	-	-	-	-	-	
PBANKA_1331900	-	-	-	-	-	
PCHAS_0523300	-	-	-	-	-	
PCHAS_1336500	-	-	-	-	-	
PCYB_053610	-	-	GO:0005524 [Name: ATP binding]; GO:0003743 [Name: translation initiation factor activity]; GO:0004386 [Name: helicase activity]	-	-	
PCYB_124630	-	-	GO:0004386 [Name: helicase activity]; GO:0003676 [Name: nucleic acid binding]; GO:0005524 [Name: ATP binding]	-	-	
PF3D7_0422700	-	-	-	-	-	
PF3D7_1468700	-	-	-	-	-	
PKNH_0514600	-	-	-	-	-	
PKNH_1212500	-	-	-	-	-	
PRCDC_0419900	-	-	-	-	-	
PRCDC_1467900	-	-	-	-	-	
PVX_090175	-	-	GO:0005524 [Name: ATP binding]; GO:0004386 [Name: helicase activity]; GO:0003743 [Name: translation initiation factor activity]	-	-	
PVX_117030	-	-	GO:0005524 [Name: ATP binding]; GO:0004386 [Name: helicase activity]; GO:0003676 [Name: nucleic acid binding]	-	-	
PYYM_0523600	-	-	-	-	-	
PYYM_1333600	-	-	-	-	-	
PmUG01_05039300.1-p1	-	-	-	-	-	
PmUG01_12048200.1-p1	-	-	-	-	-	
TGVEG_250770-t26_1-p1	-	-	-	-	-	
TGVEG_256770-t26_1-p1	-	-	-	-	-	
TP01_0765-t26_1-p1	-	-	-	-	-	
TP02_0123-t26_1-p1	-	-	-	-	-	
cgd1_880-t26_1-p1	-	-	-	-	-	
cgd7_3940-t26_1-p1	-	-	-	-	-	
BBM_II02465	-	-	GO:0004721 [Name: phosphoprotein phosphatase activity]	-	-	
BBM_III07705	-	-	GO:0005509 [Name: calcium ion binding]	-	-	
PBANKA_0502500	-	-	-	-	-	
PBANKA_1329500	-	-	-	-	-	
PCHAS_0502600	-	-	-	-	-	
PCHAS_1334100	-	-	-	-	-	
PCYB_061250	-	-	GO:0004721 [Name: phosphoprotein phosphatase activity]	-	-	
PCYB_124890	GO:0009742 [Name: brassinosteroid mediated signaling pathway]	-	GO:0004721 [Name: phosphoprotein phosphatase activity]	-	-	
PF3D7_1018200	-	-	-	-	-	
PF3D7_1466100	-	-	-	-	-	
PKNH_0602400	-	-	-	-	-	
PKNH_1215400	-	-	-	-	-	
PRCDC_1017600	-	-	-	-	-	
PRCDC_1465300	-	-	-	-	-	
PVX_001775	-	-	GO:0005509 [Name: calcium ion binding]; GO:0004721 [Name: phosphoprotein phosphatase activity]	-	-	
PVX_117160	GO:0009742 [Name: brassinosteroid mediated signaling pathway]	-	GO:0004721 [Name: phosphoprotein phosphatase activity]	-	-	
PYYM_0502900	-	-	-	-	-	
PYYM_1331200	-	-	-	-	-	
PmUG01_00049900.1-p1	-	-	-	-	-	
PmUG01_12050800.1-p1	-	-	-	-	-	
TGVEG_269460-t26_1-p1	-	-	-	-	-	
TGVEG_290170-t26_1-p1	-	-	-	-	-	
TP02_0379-t26_1-p1	-	-	-	-	-	
TP04_0423-t26_1-p1	-	-	-	-	-	
cgd2_1640-t26_1-p1	-	-	-	-	-	
cgd3_250-t26_1-p1	-	-	-	-	-	
BBM_III04825	GO:0006366 [Name: transcription from RNA polymerase II promoter]	GO:0005665 [Name: DNA-directed RNA polymerase II, core complex]	GO:0003899 [Name: DNA-directed 5'-3' RNA polymerase activity]; GO:0003677 [Name: DNA binding]	-	-	
BBM_III06210	GO:0006351 [Name: transcription, DNA-templated]	-	GO:0003677 [Name: DNA binding]; GO:0003899 [Name: DNA-directed 5'-3' RNA polymerase activity]	-	-	
PBANKA_0807000	-	-	-	-	-	
PBANKA_1344000	-	-	-	-	-	
PCHAS_0807300	-	-	-	-	-	
PCHAS_1348600	-	-	-	-	-	
PCYB_083150	GO:0006351 [Name: transcription, DNA-templated]	-	GO:0003899 [Name: DNA-directed 5'-3' RNA polymerase activity]; GO:0003677 [Name: DNA binding]	-	-	
PCYB_123350	GO:0006351 [Name: transcription, DNA-templated]	-	GO:0003677 [Name: DNA binding]; GO:0003899 [Name: DNA-directed 5'-3' RNA polymerase activity]	-	-	
PF3D7_0318200	-	-	-	-	-	
PF3D7_1329000	-	-	-	-	-	
PKNH_0823500	-	-	-	-	-	
PKNH_1271400	-	-	-	-	-	
PRCDC_0317500	-	-	-	-	-	
PRCDC_1328000	-	-	-	-	-	
PVX_082395	GO:0006351 [Name: transcription, DNA-templated]	-	GO:0003899 [Name: DNA-directed 5'-3' RNA polymerase activity]; GO:0003677 [Name: DNA binding]	-	-	
PVX_095320	GO:0006366 [Name: transcription from RNA polymerase II promoter]	GO:0005665 [Name: DNA-directed RNA polymerase II, core complex]	GO:0003677 [Name: DNA binding]; GO:0003899 [Name: DNA-directed 5'-3' RNA polymerase activity]	-	-	
PYYM_0810000	-	-	-	-	-	
PYYM_1345700	-	-	-	-	-	
PmUG01_08037900.1-p1	-	-	-	-	-	
PmUG01_12035500.1-p1	-	-	-	-	-	
TGVEG_225260-t26_1-p1	-	-	-	-	-	
TGVEG_306290-t26_1-p1	-	-	-	-	-	
TP03_0185-t26_1-p1	-	-	-	-	-	
TP04_0648-t26_1-p1	-	-	-	-	-	
cgd3_2620-t26_1-p1	-	-	-	-	-	
cgd6_3290-t26_1-p1	-	-	-	-	-	
BBM_I03080	-	-	GO:0005524 [Name: ATP binding]; GO:0004386 [Name: helicase activity]; GO:0003723 [Name: RNA binding]	-	-	
BBM_III06645	-	-	GO:0005524 [Name: ATP binding]; GO:0003723 [Name: RNA binding]; GO:0004386 [Name: helicase activity]	-	-	
PBANKA_1024300	-	-	-	-	-	
PBANKA_1129700	-	-	-	-	-	
PCHAS_1025100	-	-	-	-	-	
PCHAS_1129200	-	-	-	-	-	
PCYB_112710	-	-	GO:0004386 [Name: helicase activity]; GO:0005524 [Name: ATP binding]; GO:0003723 [Name: RNA binding]	-	-	
PCYB_133830	-	-	GO:0005524 [Name: ATP binding]; GO:0004386 [Name: helicase activity]; GO:0003723 [Name: RNA binding]	-	-	
PF3D7_0630900	-	-	-	-	-	
PF3D7_1418900	-	-	-	-	-	
PKNH_1118600	-	-	-	-	-	
PKNH_1339100	-	-	-	-	-	
PRCDC_0629300	-	-	-	-	-	
PRCDC_1418200	-	-	-	-	-	
PVX_085535	-	-	GO:0004386 [Name: helicase activity]; GO:0005524 [Name: ATP binding]; GO:0003723 [Name: RNA binding]	-	-	
PVX_114645	-	-	GO:0004386 [Name: helicase activity]; GO:0005524 [Name: ATP binding]; GO:0003723 [Name: RNA binding]	-	-	
PYYM_1025900	-	-	-	-	-	
PYYM_1132000	-	-	-	-	-	
PmUG01_11032700.1-p1	-	-	-	-	-	
PmUG01_13040000.1-p1	-	-	-	-	-	
TGVEG_244000-t26_1-p1	-	-	-	-	-	
TGVEG_312990-t26_1-p1	-	-	-	-	-	
TP02_0498-t26_1-p1	-	-	-	-	-	
TP04_0821-t26_1-p1	-	-	-	-	-	
cgd3_3920-t26_1-p1	-	-	-	-	-	
cgd6_2260-t26_1-p1	-	-	-	-	-	
BBM_III01010	-	-	-	-	-	
BBM_III01340	GO:0006412 [Name: translation]	GO:0005840 [Name: ribosome]	GO:0003735 [Name: structural constituent of ribosome]	-	-	
PBANKA_0610300	-	-	-	-	-	
PBANKA_1141700	-	-	-	-	-	
PCHAS_0612000	-	-	-	-	-	
PCHAS_1141200	-	-	-	-	-	
PCYB_111470	GO:0006412 [Name: translation]	GO:0005840 [Name: ribosome]	GO:0003735 [Name: structural constituent of ribosome]	-	-	
PCYB_132050	-	-	-	-	-	
PF3D7_1211800	-	-	-	-	-	
PF3D7_1365900	-	-	-	-	-	
PKNH_1105400	-	-	-	-	-	
PKNH_1311900	-	-	-	-	-	
PRCDC_1211100	-	-	-	-	-	
PRCDC_1364800	-	-	-	-	-	
PVX_084620	-	GO:0005737 [Name: cytoplasm]	-	-	-	
PVX_115255	GO:0006412 [Name: translation]	GO:0005840 [Name: ribosome]	GO:0003735 [Name: structural constituent of ribosome]	-	-	
PYYM_0611900	-	-	-	-	-	
PYYM_1144100	-	-	-	-	-	
PmUG01_11020300.1-p1	-	-	-	-	-	
PmUG01_13021800.1-p1	-	-	-	-	-	
TGVEG_219820-t26_1-p1	-	-	-	-	-	
TGVEG_289750-t26_1-p1	-	-	-	-	-	
TP01_0721-t26_1-p1	-	-	-	-	-	
TP01_1070-t26_1-p1	-	-	-	-	-	
cgd5_2550-t26_1-p1	-	-	-	-	-	
cgd7_2280-t26_1-p1	-	-	-	-	-	
BBM_III05180	-	-	-	-	-	
BBM_III06290	-	-	-	-	-	
PBANKA_0204500	-	-	-	-	-	
PBANKA_1315300	-	-	-	-	-	
PCHAS_0202900	-	-	-	-	-	
PCHAS_1318600	-	-	-	-	-	
PCYB_021520	-	-	-	-	-	
PCYB_126350	-	-	-	-	-	
PF3D7_0109100	-	-	-	-	-	
PF3D7_1451600	-	-	-	-	-	
PKNH_0204700	-	-	-	-	-	
PKNH_1230500	-	-	-	-	-	
PRCDC_0106900	-	-	-	-	-	
PRCDC_1450900	-	-	-	-	-	
PVX_081330	-	-	-	-	-	
PVX_117900	-	-	-	-	-	
PYYM_0207400	-	-	-	-	-	
PYYM_1316100	-	-	-	-	-	
PmUG01_02014900.1-p1	-	-	-	-	-	
PmUG01_12065400.1-p1	-	-	-	-	-	
TGVEG_256040-t26_1-p1	-	-	-	-	-	
TGVEG_258400-t26_1-p1	-	-	-	-	-	
TGVEG_279440-t26_1-p1	-	-	-	-	-	
TP01_0017-t26_1-p1	-	-	-	-	-	
TP04_0628-t26_1-p1	-	-	-	-	-	
cgd7_4810-t26_1-p1	-	-	-	-	-	
BBM_III00970	-	-	-	-	-	
BBM_III07825	-	-	-	-	-	
PBANKA_0503200	-	-	-	-	-	
PBANKA_0610800	-	-	-	-	-	
PCHAS_0503300	-	-	-	-	-	
PCHAS_0612500	-	-	-	-	-	
PCYB_061330	-	-	GO:0003743 [Name: translation initiation factor activity]	-	-	
PCYB_132100	-	-	GO:0003743 [Name: translation initiation factor activity]	-	-	
PF3D7_1019000	-	-	-	-	-	
PF3D7_1438000	-	-	-	-	-	
PKNH_0424700	-	-	-	-	-	
PKNH_0603300	-	-	-	-	-	
PKNH_0838000	-	-	-	-	-	
PRCDC_1018400	-	-	-	-	-	
PRCDC_1437300	-	-	-	-	-	
PVX_001810	-	-	GO:0003743 [Name: translation initiation factor activity]	-	-	
PVX_084645	-	-	GO:0003743 [Name: translation initiation factor activity]	-	-	
PYYM_0503700	-	-	-	-	-	
PYYM_0612400	-	-	-	-	-	
PmUG01_06010500.1-p1	-	-	-	-	-	
PmUG01_13022300.1-p1	-	-	-	-	-	
TGVEG_204160-t26_1-p1	-	-	-	-	-	
TGVEG_258740-t26_1-p1	-	-	-	-	-	
TP01_0707-t26_1-p1	-	-	-	-	-	
TP02_0436-t26_1-p1	-	-	-	-	-	
cgd7_880-t26_1-p1	-	-	-	-	-	
BBM_III01065	GO:0007165 [Name: signal transduction]	-	GO:0004114 [Name: 3',5'-cyclic-nucleotide phosphodiesterase activity]; GO:0046872 [Name: metal ion binding]	-	-	
BBM_III02245	GO:0007165 [Name: signal transduction]	GO:0016021 [Name: integral component of membrane]	GO:0046872 [Name: metal ion binding]; GO:0004114 [Name: 3',5'-cyclic-nucleotide phosphodiesterase activity]	-	-	
PBANKA_1419800	-	-	-	-	-	
PCHAS_1421600	-	-	-	-	-	
PCYB_143060	GO:0007165 [Name: signal transduction]	GO:0016021 [Name: integral component of membrane]	GO:0046872 [Name: metal ion binding]; GO:0004114 [Name: 3',5'-cyclic-nucleotide phosphodiesterase activity]	-	-	
PF3D7_1321500.1	-	-	-	-	-	
PF3D7_1321500.2	-	-	-	-	-	
PKNH_1422100	-	-	-	-	-	
PRCDC_1320500.1	-	-	-	-	-	
PRCDC_1320500.2	-	-	-	-	-	
PVX_122885	GO:0007165 [Name: signal transduction]	GO:0016021 [Name: integral component of membrane]	GO:0004114 [Name: 3',5'-cyclic-nucleotide phosphodiesterase activity]; GO:0046872 [Name: metal ion binding]	-	-	
PYYM_1423300	-	-	-	-	-	
PmUG01_14038200.1-p1	-	-	-	-	-	
TGVEG_202540-t26_1-p1	-	-	-	-	-	
TGVEG_220420-t26_1-p1	-	-	-	-	-	
TGVEG_224840-t26_1-p1	-	-	-	-	-	
TGVEG_241880-t26_1-p1	-	-	-	-	-	
TGVEG_257080-t26_1-p1	-	-	-	-	-	
TGVEG_266920-t26_1-p1	-	-	-	-	-	
TGVEG_272650-t26_1-p1	-	-	-	-	-	
TGVEG_280410-t26_1-p1	-	-	-	-	-	
TGVEG_310520-t26_1-p1	-	-	-	-	-	
TGVEG_318675-t26_1-p1	-	-	-	-	-	
TP01_1200-t26_1-p1	-	-	-	-	-	
cgd3_2320-t26_1-p1	-	-	-	-	-	
BBM_I02400	-	-	GO:0005524 [Name: ATP binding]	-	-	
BBM_III09950	-	-	GO:0005524 [Name: ATP binding]	-	-	
PBANKA_0806000	-	-	-	-	-	
PBANKA_1424900	-	-	-	-	-	
PCHAS_0806300	-	-	-	-	-	
PCHAS_1426700	-	-	-	-	-	
PCYB_083050	-	-	GO:0005524 [Name: ATP binding]	-	-	
PCYB_143560	-	-	GO:0005524 [Name: ATP binding]	-	-	
PF3D7_0319300	-	-	-	-	-	
PF3D7_0812600	-	-	-	-	-	
PKNH_0821900	-	-	-	-	-	
PKNH_1428000	-	-	-	-	-	
PRCDC_0318600	-	-	-	-	-	
PRCDC_0812000	-	-	-	-	-	
PVX_095270	-	-	GO:0005524 [Name: ATP binding]	-	-	
